ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,COUNTRY,DEALSIZE
10400,20,4,1122.4,4/1/2005 0:00,Shipped,USA,Small
10415,42,3,2419.62,5/9/2005 0:00,Disputed,Australia,Small
10105,25,8,1419.5,2/11/2003 0:00,Shipped,Denmark,Small
10117,50,2,2184,4/16/2003 0:00,Shipped,Singapore,Small
10129,32,8,2079.04,6/12/2003 0:00,Shipped,UK,Small
10142,39,5,1724.97,8/8/2003 0:00,Shipped,USA,Small
10153,50,4,3003,9/28/2003 0:00,Shipped,Spain,Medium
10167,38,15,1846.42,10/23/2003 0:00,Cancelled,Sweden,Small
10177,40,6,2009.2,11/7/2003 0:00,Shipped,Spain,Small
10185,28,6,1804.04,11/14/2003 0:00,Shipped,USA,Small
10197,42,12,2109.66,11/26/2003 0:00,Shipped,Spain,Small
10208,42,6,2682.96,1/2/2004 0:00,Shipped,France,Small
10222,36,18,2280.24,2/19/2004 0:00,Shipped,USA,Small
10232,24,3,1192.56,3/20/2004 0:00,Shipped,UK,Small
10248,23,9,1506.96,5/7/2004 0:00,Cancelled,USA,Small
10261,29,7,1472.62,6/17/2004 0:00,Shipped,Canada,Small
10273,37,10,1696.82,7/21/2004 0:00,Shipped,Belgium,Small
10283,33,12,1693.56,8/20/2004 0:00,Shipped,Canada,Small
10293,32,1,1921.92,9/9/2004 0:00,Shipped,Italy,Small
10306,35,6,2082.85,10/14/2004 0:00,Shipped,UK,Small
10315,40,5,2227.6,10/29/2004 0:00,Shipped,France,Small
10327,37,4,3209.38,11/10/2004 0:00,Resolved,Denmark,Medium
10337,42,5,4080.72,11/21/2004 0:00,Shipped,USA,Medium
10350,20,15,2244.4,12/2/2004 0:00,Shipped,Spain,Small
10373,29,1,3978.51,1/31/2005 0:00,Shipped,Finland,Medium
10386,43,4,5417.57,3/1/2005 0:00,Resolved,Spain,Medium
10397,34,1,2116.16,3/28/2005 0:00,Shipped,France,Small
10414,47,9,3079.44,5/6/2005 0:00,On Hold,USA,Medium
